epid,firstname,lastname,active,start,end,birthdate,country,gender,eugroup,party,email,twitter,term,voteid
4395,Mario,MANTOVANI,1,2024-07-16,,1950-07-28,it,,ECR,FRATELLI D' ITALIA,,,10,
4289,Angelika,NIEBLER,1,2024-07-16,,1963-02-18,de,,EPP,Christlich-Soziale Union in Bayern e.V.,,,10,
4267,Udo,BULLMANN,1,2024-07-16,,1956-06-08,de,,S&D,Sozialdemokratische Partei Deutschlands,,,10,
2341,Michael,GAHLER,1,2024-07-16,,1960-04-22,de,,EPP,Christlich Demokratische Union Deutschlands,,,10,
2268,Jonas,SJÖSTEDT,1,2024-07-16,,1964-12-25,se,,GUE/NGL,Vänsterpartiet,,,10,
2152,Leoluca,ORLANDO,1,2024-07-29,,1947-08-01,it,,Greens/EFA,Independent,,,10,
1927,Peter,LIESE,1,2024-07-16,,1965-05-20,de,,EPP,Christlich Demokratische Union Deutschlands,,,10,
1917,Markus,FERBER,1,2024-07-16,,1965-01-15,de,,EPP,Christlich-Soziale Union in Bayern e.V.,,,10,
1909,Bernd,LANGE,1,2024-07-16,,1955-11-14,de,,S&D,Sozialdemokratische Partei Deutschlands,,,10,
1294,Elio,DI RUPO,1,2024-07-16,,1951-07-18,be,,S&D,Parti Socialiste,,,10,
840,Charles,GOERENS,1,2024-07-16,,1952-02-06,lu,,Renew,Parti démocratique,,,10,
